id,sort,artist,title,label,year,category,bpm,bar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
60fC1,60,James Brown,Cold Sweat (Pt. 1),60s funk pattern C,1967,6,111,1,"k,ha",,h,,"sa,ha",,h,sg,"k,ha",,"k,ho",,h,,"sa,h",
60fC2,61,James Brown,Cold Sweat (Pt. 1),60s funk pattern C,1967,6,111,2,h,sg,"k,ho",,"sa,hc",,h,sg,"k,h",sg,"k,ho",,"sa,hc",,"k,h",
60fC1,62,James Brown,Cold Sweat (Pt. 2),60s funk pattern C,1967,6,114,1,"k,c",,h,,"sa,h",,h,s,"k,h",,"k,h",,h,,"sa,h",
60fC2,63,James Brown,Cold Sweat (Pt. 2),60s funk pattern C,1967,6,114,2,h,s,"k,h",,"sa,h",,"k,h",ta,h,ta,"k,h",,"ta,h",,"k,h",
60fC3,64,James Brown,Cold Sweat (Pt. 2),60s funk pattern C,1967,6,114,3,"k,c",,h,,"sa,h",,h,s,"k,h",sg,"k,h",,"sg,h",,"sb,h",
60fC4,65,James Brown,Cold Sweat (Pt. 2),60s funk pattern C,1967,6,114,4,h,s,"k,h",,"sa,h",,"k,h",sg,h,sa,"k,h",,"ta,h",,"k,h",
60fD1,88,The Meters,Cissy Strut,60s funk pattern D,1969,9,88,1,k,h,ha,k,sa,k,,ha,k,"k,h",ha,k,sa,,"sa,h",
60fD2,89,The Meters,Cissy Strut,60s funk pattern D,1969,9,88,2,k,h,ha,k,sa,k,,ha,k,"k,h",ha,k,sa,k,"sa,h",
60fE1,99,The Meters,Look-ka Py Py,60s funk pattern E,1969,12,87,1,"k,h",,hg,k,"sa,h",,h,sa,h,k,"k,s,ha",,,k,"sa,h",k
60fE2,100,The Meters,Look-ka Py Py,60s funk pattern E,1969,12,87,2,h,"k,s","k,h",k,h,"k,h",sa,"k,h","k,ho",,"k,s,ho",,,k,"k,sa,h",
60fF1,125,The Winstons,"Amen, Brother",60s funk pattern F,1969,groove,129,1,"k,y",,"k,y",k,"sa,y",,y,s,y,s,"k,y",k,"sa,y",k,y,k
60fF2,126,The Winstons,"Amen, Brother",60s funk pattern F,1969,groove,129,2,"k,y",,"k,y",k,"sa,y",,y,k,y,s,"k,y",k,"sa,y",k,y,k
60fF3,127,The Winstons,"Amen, Brother",60s funk pattern F,1969,break,137,3,"k,y",,"k,y",,"sa,y",,y,s,y,s,"k,y",k,"sa,y",,y,s
60fF4,128,The Winstons,"Amen, Brother",60s funk pattern F,1969,break,137,4,"k,y",,"k,y",,"sa,y",,y,s,y,s,"k,y",k,"sa,y",,y,s
60fF5,129,The Winstons,"Amen, Brother",60s funk pattern F,1969,break,137,5,"k,y",,"k,y",,"sa,y",,y,s,y,s,"k,y",,y,,"sa,y",
60fF6,130,The Winstons,"Amen, Brother",60s funk pattern F,1969,break,137,6,y,s,"k,y",k,"sa,y",,y,s,y,s,"k,c",,yg,,"sa,y",
60fG1,131,James Brown,Soul Pride,60s funk pattern G,1969,groove,121,1,"k,h",,k,,"sa,h",,,sg,h,sg,k,sg,"sg,h",,sa,
60fG2,132,James Brown,Soul Pride,60s funk pattern G,1969,break,132,2,"k,h",s,"k,h",s,"k,sa",s,"k,h",s,"k,h",s,"k,h",s,"k,sa",s,"k,h",s
60fG3,133,James Brown,Soul Pride,60s funk pattern G,1969,break,132,3,"k,h",s,"k,h",s,"k,sa",s,"k,h",s,"k,h",s,"k,h",s,"k,sa",s,"k,h",sa
60fG4,134,James Brown,Soul Pride,60s funk pattern G,1969,break,132,4,"k,h",s,"k,sa",s,"k,h",sa,"k,h",s,"k,sa",s,"k,h",sa,"k,h",s,"k,sa",s
60fG5,135,James Brown,Soul Pride,60s funk pattern G,1969,break,132,5,"k,h",sb,"k,h",s,"k,sa",s,"k,h",sa,"k,h",s,"k,h",s,"k,h",s,"k,h",s
60fG6,136,James Brown,Soul Pride,60s funk pattern G,1969,break,132,6,"ka,c",,k,"sa,h",,h,s,,h,sb,"ka,h",,h,,"sa,h",
60fG7,137,James Brown,Soul Pride,60s funk pattern G,1969,break,132,7,h,s,"ka,h",,"sa,h",,"k,h",sg,"k,h",s,sa,s,"k,h",s,"k,sb",sb
60fG8,138,James Brown,Soul Pride,60s funk pattern G,1969,break,132,8,"ka,c",,"k,cg",,"sa,h",,h,s,h,sb,"ka,h",,h,,"sa,h",
60fG9,139,James Brown,Soul Pride,60s funk pattern G,1969,break,132,9,h,sg,"k,h",sg,"sa,h",,"k,h",s,"k,h",s,sa,sg,"k,h",sg,"k,sb",sb
60fG10,140,James Brown,Soul Pride,60s funk pattern G,1969,break,132,10,"ka,h",,h,,"sa,h",,h,s,h,s,"ka,sg,h",,h,,"sa,h",
60fG11,141,James Brown,Soul Pride,60s funk pattern G,1969,break,132,11,h,sg,"k,h",sg,"sa,h",sg,"k,h",,"k,h",s,sa,s,"k,h",sg,"k,sb",sb
60fG12,142,James Brown,Soul Pride,60s funk pattern G,1969,break,132,12,"k,h",sg,"k,h",,"sa,h",,"sa,h",,h,sa,"ka,s,h",,h,,"sa,h",
60fG13,143,James Brown,Soul Pride,60s funk pattern G,1969,break,132,13,h,s,"ka,h",,h,,"sa,h",,h,s,"ka,h",s,sa,s,"k,sa",s
60fG14,144,James Brown,Soul Pride,60s funk pattern G,1969,break,132,14,"ka,h",s,"ka,h",s,"sa,h",,"sa,h",,h,s,ka,,h,,"ka,h",
60fG15,145,James Brown,Soul Pride,60s funk pattern G,1969,break,132,15,h,sg,"k,h",,"sab,h",,"k,h",,"ka,sg,h",,"sa,h",,"k,h",s,k,s
60fG16,146,James Brown,Soul Pride,60s funk pattern G,1969,break,132,16,"ka,c",,"k,c",,"sa,h",,h,s,h,sb,"ka,h",,h,,"sa,h",
60fG17,147,James Brown,Soul Pride,60s funk pattern G,1969,break,132,17,h,s,"k,h",s,sa,s,"k,h",s,"k,h",s,sa,s,"k,h",sg,"k,sb",sb
60fG18,148,James Brown,Soul Pride,60s funk pattern G,1969,break,132,18,"k,ttt",,"k,c",,"sa,h",,h,s,h,sb,"ka,h",,h,,"sa,h",
60fG19,149,James Brown,Soul Pride,60s funk pattern G,1969,break,132,19,h,sg,"k,h",,"sa,h",sg,"k,h",s,"k,h",s,sa,s,"k,h",s,"k,sa",s
60fH1,176,The Meters,Here Comes the Meterman,60s funk pattern H,1969,groove,89,1,"k,ya",,yl,k,"sa,yl",k,yl,sa,"k,y",k,yl,k,"sa,yl",k,"sa,yl",
60fH2,177,The Meters,Here Comes the Meterman,60s funk pattern H,1969,groove,89,2,"k,y",sa,yl,k,"sa,yl",k,yl,sa,"k,y",k,yl,k,"k,sa,yl",,"k,sa,yl",
60fH3,178,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,3,"k,c",,,,"sa,yl",,,sa,yl,k,y,k,"sa,yl",,sa,
60fH4,179,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,4,"k,yl",sa,,k,"sa,yl","k,sa,yl",,k,"sa,yl",k,"k,yl",sa,k,k,"sa,yl",
60fH5,180,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,5,"k,yl",,,k,"sa,yl",k,,"sa,yl",,k,"sa,yl",k,k,"sa,yl",k,k
60fH6,181,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,6,"sa,yl","k,sa,yl",,k,"k,yl",sa,"k,y","k,y","sa,yl",k,"k,s,yl",s,"k,sa,y",,"k,sa,ho",
60fH7,182,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,7,"k,y",,,k,"sa,ya","k,sa,h",,k,"k,sa,yl",,y,k,"sa,yl",k,"k,sa,yl",
60fH8,183,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,8,"k,yl",sa,y,k,"sa,yl","k,y",,k,"sb,yl",k,"k,ya",sa,ya,k,"sa,ya",
60fH9,184,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,9,"k,y",sa,y,k,"sa,yl","k,sa,yl",,k,"k,sa,yl",,yl,k,"sa,yl",k,"sa,yl",
60fH10,185,The Meters,Here Comes the Meterman,60s funk pattern H,1969,break,91,10,"k,y",k,yl,k,"sa,yl",k,"k,sa,yl",,"k,sb",,"k,sb",,"k,sb",,"k,sb",
60rA1,46,Lee Dorsey,"Get Out of My Life, Woman",60s R&B pattern A,1966,4,89,1,"k,h",,ha,,"sa,ha",,ha,k,"k,h",,"k,ha",,"sa,ha",,ha,k
60rB1,72,Kool and the Gang,Chocolate Buttermilk,60s R&B pattern B,1969,7,113,1,"k,h",s,"k,h",k,"sa,h",sb,k,s,"k,h",sa,k,k,"sa,h","k,sb",h,sb
60rB2,73,Kool and the Gang,Chocolate Buttermilk,60s R&B pattern B,1969,7,113,2,"k,h",s,"k,h",k,"sa,h",sb,k,sa,"k,h",sa,"k,h",k,"sa,h",sb,"k,h",tb
60rC1,103,Kool and the Gang,Give it Up,60s R&B pattern C,1969,13,98,1,"k,h",sg,h,k,"sg,h",,"sa,h",sgb,h,sg,"k,ho",,"sa,hc",k,h,sa
60rC2,104,Kool and the Gang,Give it Up,60s R&B pattern C,1969,13,98,2,h,sg,"k,h",,"sa,h",,"sa,hc",sgb,h,sa,"k,c",k,"sg,h",k,"sa,h",k
60rC3,105,Kool and the Gang,Give it Up,60s R&B pattern C,1969,13,98,3,"k,c",,h,k,"sa,h",,h,sa,h,s,"k,ho",,"sa,hc",k,h,k
60rC4,106,Kool and the Gang,Give it Up,60s R&B pattern C,1969,13,98,4,"k,c",,"sa,h",k,h,sa,"k,c",,"sa,h",k,h,"k,sa",h,k,"k,h",sgb
60rD1,152,Archie Bell and the Drells,Tighten Up,60s R&B pattern D,1968,groove,127,1,"k,h",s,"k,ho",,"sa,hc",,"k,h",s,h,s,"k,ho",,"sa,hc",,h,s
60rD2,153,Archie Bell and the Drells,Tighten Up,60s R&B pattern D,1968,break,133,2,"k,y",s,"k,y",,"sa,yg",s,"k,y",t,"k,y",s,"k,y",,"sa,yg",s,"k,y",ta
60rD3,154,Archie Bell and the Drells,Tighten Up,60s R&B pattern D,1968,break,133,3,"k,y",s,"k,y",,"sa,yg",s,"k,y",ta,"k,s",s,t,t,s,s,t,s
70fA1,11,Average White Band,School Boy Crush,70s funk pattern A,1975,2,88,1,"k,h",,h,,"sa,h",,ha,k,ha,k,ha,,"sa,h",,ha,
70fA2,12,Average White Band,School Boy Crush,70s funk pattern A,1975,2,88,2,"k,ha",,h,,"sa,h",,ha,k,ha,k,ha,,"sa,h",,ha,
70fA3,13,Average White Band,School Boy Crush,70s funk pattern A,1975,2,88,3,"k,h",,h,,"sa,h",,ha,k,ha,k,ha,,"sa,h",,ha,
70fA4,14,Average White Band,School Boy Crush,70s funk pattern A,1975,2,88,4,"k,ha",,h,,"sa,h",,ha,k,ha,k,ha,,"sa,h",,sa,sa
70fB1,21,Lyn Collins,Think (About It),70s funk pattern B,1972,3,113,1,"k,h",,h,,"sa,h",,h,sg,h,sg,"sg,h",,"sa,h",,h,
70fB2,22,Lyn Collins,Think (About It),70s funk pattern B,1972,3,113,2,"k,ho",,,,"sa,hc",,h,sg,h,sg,"sg,h",,sa,,h,
70fC1,23,Duke Williams and the Extremes,Chinese Chicken,70s funk pattern C,1973,3,116,1,"k,h",sg,h,,"sa,h",sg,ha,sa,"k,ha",,"k,ha",,"sa,h",,h,sg
70fC2,24,Duke Williams and the Extremes,Chinese Chicken,70s funk pattern C,1973,3,116,2,"k,ha",sg,ha,k,"sa,h",,ha,sa,"k,ha",,"k,ha",,"sa,h",sg,ho,sg
70fC3,25,Duke Williams and the Extremes,Chinese Chicken,70s funk pattern C,1973,3,116,3,"k,hac",sg,ha,k,"sa,h",,ha,sa,"k,ha",,"k,ha",,"sa,h",,ha,
70fC4,26,Duke Williams and the Extremes,Chinese Chicken,70s funk pattern C,1973,3,116,4,"sa,h",,ha,,"sa,h",sg,ha,sa,"kg,h",sa,sa,sa,sa,sa,sa,sa
70fD1,41,James Brown,Funky President,70s funk pattern D,1974,4,99,1,"k,h",,h,k,"sa,h",,h,k,h,k,"k,ho",,"sa,hc",,"sg,h",sg
70fD2,42,James Brown,Funky President,70s funk pattern D,1974,4,99,2,"k,h",sg,h,k,"sa,h",,h,k,h,k,"k,ho",,"sa,hc",,"sg,h",sb
70fD3,43,James Brown,Funky President,70s funk pattern D,1974,4,99,3,"k,h",sg,h,k,"sa,h",,h,k,h,k,"k,ho",,"sa,hc",,"sg,h",sg
70fD4,44,James Brown,Funky President,70s funk pattern D,1974,4,99,4,"k,h",,h,k,"sa,h",,h,k,h,k,"k,ho",,"sa,hc",,"sg,h",sg
70fE1,45,The Skull Snaps,It's a New Day,70s funk pattern E,1973,4,95,1,"k,ha",,"k,h",,"s,h",,ha,,ha,,"k,h",k,"s,h",,ha,k
70fF1,51,Leon Haywood,I Want'a Do Something Freaky to You,70s funk pattern F,1975,5,94,1,"k,h",,h,,"r,h",,"k,h",,"k,h",,h,,"r,h",,"k,h",
70fF2,52,Leon Haywood,I Want'a Do Something Freaky to You,70s funk pattern F,1975,5,94,2,"k,h",,h,,"r,h",,"k,h",,"k,h",,"k,ho",,"r,hc",,"k,h",
70fG1,116,The Headhunters,God Made Me Funky,70s funk pattern G,1975,break,95,1,"k,h",,h,,"sa,h",,h,k,h,,ho,,"sa,hc",h,h,
70fG2,117,The Headhunters,God Made Me Funky,70s funk pattern G,1975,break,95,2,"k,h",,h,,"sa,h",,h,k,h,,ho,,"sa,hc",h,h,k
70fG3,118,The Headhunters,God Made Me Funky,70s funk pattern G,1975,break,95,3,"k,h",,h,,"sa,h",,h,k,h,,ho,,"sa,hc",,h,k
70fG4,119,The Headhunters,God Made Me Funky,70s funk pattern G,1975,break,95,4,"k,h",,h,,"sab,h",,h,k,h,,ho,,"sa,hc",h,h,k
70fH1,120,James Brown,Funky Drummer,70s funk pattern H,1970,groove,97,1,h,h,"k,h",h,"s,h","k,h",h,"sa,h",h,h,"k,h",h,"s,h","k,h",h,"sa,h"
70fH2,121,James Brown,Funky Drummer,70s funk pattern H,1970,break,101,2,"k,h",h,"k,h",h,"sa,h",h,h,"sg,ho",hc,"sg,h","k,h","sg,h","sa,h","k,ho","sg,hc","sg,h"
70fH3,122,James Brown,Funky Drummer,70s funk pattern H,1970,break,101,3,"k,h",h,"k,h",h,"sa,h",ho,hc,"sg,h","kg,h","sg,h","k,h","sg,h","sa,h","k,ho","sg,hc","sg,h"
70fH4,123,James Brown,Funky Drummer,70s funk pattern H,1970,break,101,4,"k,h",h,"k,h",h,"sa,h",h,h,"sg,h","k,h","sg,h","k,h","s,h","sa,h","k,ho","sg,hc","sg,h"
70fH5,124,James Brown,Funky Drummer,70s funk pattern H,1970,break,101,5,"k,h",h,"k,h",h,"sa,h","k,ho",hc,"sb,h","kg,h","sg,h","k,h","sg,h","sa,h","k,ha",ha,"k,sg,h"
70fI1,150,Michael Viner's Incredible Bongo Band,Apache,70s funk pattern I,1973,break,116,1,"k,h",,h,,"sa,h",,h,,h,s,"k,h",,"sa,h",,h,s
70fI2,151,Michael Viner's Incredible Bongo Band,Apache,70s funk pattern I,1973,break,116,2,"k,h",,"k,h",,"sa,h",,h,,h,s,"k,h",,"sa,h",,h,s
70fJ1,186,Rufus Thomas,Do the Funky Penguin,70s funk pattern J,1971,break,101,1,"k,h",,"k,h",,"sa,h",,h,k,h,k,"k,h",,"sa,h",,ho,
70fJ2,187,Rufus Thomas,Do the Funky Penguin,70s funk pattern J,1971,break,101,2,"k,hc",,h,k,"sa,h",,h,k,h,sa,"k,h",k,"sa,h",,ho,
70fJ3,188,Rufus Thomas,Do the Funky Penguin,70s funk pattern J,1971,break,101,3,"k,hc",,"k,h",,"sa,h",,h,k,h,sa,"k,h",k,"sa,h",,h,sb
70fJ4,189,Rufus Thomas,Do the Funky Penguin,70s funk pattern J,1971,break,101,4,"k,h",sa,h,k,"sa,h",,"sa,h","k,ho",,sa,"k,ho",sb,sa,sa,sa,sa
70rA1,27,Tower of Power,Squib Cakes,70s R&B pattern A,1974,3,112,1,"k,c",sg,"k,sg,h",k,"sa,h",,"sg,h",sg,h,sg,ho,sg,"sa,ho",,"sg,h",sg
70rA2,28,Tower of Power,Squib Cakes,70s R&B pattern A,1974,3,112,2,k,sg,"sg,h",k,"sa,h",,"sg,h",sg,h,sg,"k,ho",sg,"sa,ho",,"sg,hc",sg
70rA3,29,Tower of Power,Squib Cakes,70s R&B pattern A,1974,3,112,3,"k,h",sg,"sg,h",k,"sa,h",,"sa,h",sg,h,sg,sa,h,sa,h,k,h
70rA4,30,Tower of Power,Squib Cakes,70s R&B pattern A,1974,3,112,4,k,"k,h",h,sa,sg,ho,s,h,ho,sg,h,sg,sa,sa,t,sg
70rB1,84,The Isley Brothers,Footsteps in the Dark,70s R&B pattern B,1977,9,81,1,"k,h",,h,,"s,h",,h,h,k,h,h,,"s,h",,h,h
70rB2,85,The Isley Brothers,Footsteps in the Dark,70s R&B pattern B,1977,9,81,2,"k,ha",,h,,"kg,s,h",,h,h,k,h,h,,"s,h",,ho,
70rC1,86,Tower of Power,Ebony Jam,70s R&B pattern C,1975,9,113,1,"k,c",,h,,sa,,h,,"k,ha",,h,,sa,ha,sg,"k,h"
70rC2,87,Tower of Power,Ebony Jam,70s R&B pattern C,1975,9,113,2,ha,sg,"sg,ha",k,sa,,h,,"k,ha",,h,,sa,ha,sg,"k,h"
70rD1,113,Kool and the Gang,Love the Life You Live,70s R&B pattern D,1972,break,126,1,"k,ho",,hc,k,"sa,h",,h,sg,h,sg,"k,h",k,h,k,"sa,h",
70rD2,114,Kool and the Gang,Love the Life You Live,70s R&B pattern D,1972,break,126,2,"k,ho",,hc,k,"sa,h",,h,sg,"kg,h",sa,"k,hc",k,"sa,h",,hc,k
70rD3,115,Kool and the Gang,Love the Life You Live,70s R&B pattern D,1972,fill,126,3,sad,k,k,tad,k,k,ttad,k,k,tttad,k,k,"ttta,s",k,"k,ttt,s",
70rE1,190,Al Green,I'm Glad You're Mine,70s R&B pattern E,1972,break,81,1,"k,h",,h,,"r,h",,h,r,h,r,h,k,"r,h",r,h,r
70rE2,191,Al Green,I'm Glad You're Mine,70s R&B pattern E,1972,break,81,2,h,,"r,h",,"k,h",r,h,k,"r,h",r,ho,,,,ta,
70rE3,192,Al Green,I'm Glad You're Mine,70s R&B pattern E,1972,break,81,3,"k,hc",,h,k,"r,h",,h,r,"k,h",r,h,k,"r,h",r,h,r
70rE4,193,Al Green,I'm Glad You're Mine,70s R&B pattern E,1972,break,81,4,h,k,h,,"r,h",,h,r,h,rg,ho,,,,ta,
70kA1,53,The Honeydrippers,Impeach the President,70s rock pattern A,1973,5,97,1,"k,h",,h,,"sa,h",,h,"k,h","k,h",,"k,ho",,"sa,hc",,"k,h",
70kB1,74,Paul Simon,50 Ways to Leave Your Lover,70s rock pattern B,1975,7,102,1,k,h,sa,,h,sa,h,k,"k,ttt",,,,sb,s,s,s
70kB2,75,Paul Simon,50 Ways to Leave Your Lover,70s rock pattern B,1975,7,102,2,k,h,sa,,h,sa,h,k,k,,,,ttt,,sb,sb
70jA1,17,Bob James,Take Me to the Mardi Gras,70s smooth jazz pattern A,1975,3,104,1,"k,ha",,h,k,"sa,h",,"sg,h",sg,ha,sg,"k,h",,"sa,h",k,"sg,h",sg
70jA2,18,Bob James,Take Me to the Mardi Gras,70s smooth jazz pattern A,1975,3,104,2,"k,ha",,h,k,"sa,h",,h,sa,ha,sg,"k,h",,"sa,h",,ho,
70jA3,19,Bob James,Take Me to the Mardi Gras,70s smooth jazz pattern A,1975,3,104,3,"k,hac",,h,k,"sa,h",,h,sa,ha,sg,"k,h",,"sa,h",,"sg,h",sg
70jA4,20,Bob James,Take Me to the Mardi Gras,70s smooth jazz pattern A,1975,3,104,4,"k,ha",sg,h,k,"sa,h",,h,sa,ha,sg,"k,h",sg,sa,sa,t,sg
70sA1,15,Minnie Riperton,Baby This Love I Have,70s soul pattern A,1975,2,82,1,ha,,h,,"h,r",k,h,,ha,,h,,"h,r",,h,
70sA2,16,Minnie Riperton,Baby This Love I Have,70s soul pattern A,1975,2,82,2,ha,,h,,"h,r",k,ha,,"k,ha",,h,,"h,r",,h,
70sB1,54,Aretha Franklin,Rocksteady,70s soul pattern B,1972,5,105,1,"k,h",sg,"k,h",k,"sa,h",,"sa,h",sg,h,s,"k,h",k,"sa,h",,"sa,h",sg
70sB2,55,Aretha Franklin,Rocksteady,70s soul pattern B,1972,5,105,2,"k,h",sg,"k,h","k,h","sa,h",,"sa,h",sg,"k,h",s,"k,h",k,"sa,h",,"sa,h",sg
70sB3,56,Aretha Franklin,Rocksteady,70s soul pattern B,1972,5,105,3,"k,h",sg,"k,h",k,"sa,h",,"sa,h",sg,"k,h",s,"k,h",k,"sa,h",s,"k,h",s
70sB4,57,Aretha Franklin,Rocksteady,70s soul pattern B,1972,5,105,4,"sa,h",k,h,s,"k,h","k,h","sa,h",,sa,"k,ho",,"k,ho",,"k,ho",,s
70sC1,76,Isaac Hayes,Breakthrough,70s soul pattern C,1974,8,84,1,"k,ha",h,ha,h,"s,h",h,ha,"k,h",ha,"k,h","k,ha",h,"s,h",h,ha,h
70sC2,77,Isaac Hayes,Breakthrough,70s soul pattern C,1974,8,84,2,"k,ha",h,ha,h,"s,h",h,ha,"k,h",ha,"k,h","k,ha",h,"s,h",h,ha,h
70sC3,78,Isaac Hayes,Breakthrough,70s soul pattern C,1974,8,84,3,"k,ha",h,ha,h,"s,h",h,ha,"k,h",ha,"k,h","k,ha",h,"s,h",h,ha,h
70sC4,79,Isaac Hayes,Breakthrough,70s soul pattern C,1974,8,84,4,"k,ha",h,ha,h,"s,h",h,ha,"k,h",ha,"k,h","k,ha",h,"s,h",h,ho,
70sD1,90,Melvin Bliss,Synthetic Substitution,70s soul pattern D,1973,10,93,1,"k,h",,"k,h",,"sa,h",,h,k,h,k,"k,h",k,"sa,h",,h,k
70sD2,91,Melvin Bliss,Synthetic Substitution,70s soul pattern D,1973,10,93,2,"k,h",,"k,ho",,"sa,hc",,h,k,h,k,"k,h",k,"sa,h",,h,k
70sE1,101,24 Carat Black,Foodstamps,70s soul pattern E,1973,12,94,1,"k,ha",r,h,k,"r,h",,"k,ra,ha",,,,h,,h,h,h,
70sE2,102,24 Carat Black,Foodstamps,70s soul pattern E,1973,12,94,2,"k,ha",r,hc,k,"r,h",,"k,ra,ha",,,,hc,,h,h,h,
70sF1,107,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,break,118,1,k,,k,,,,,,k,,k,,,,,k
70sF2,108,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,fill,118,2,k,,k,,,,,,k,,k,,sa,s,t,sg
70sF3,109,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,break,118,3,"k,ha",,h,,"sa,ha",,h,sg,ha,sg,"k,h",,ha,,"sa,h",
70sF4,110,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,fill,118,4,ha,sg,"k,h",,"sa,ha",sg,h,sa,ha,sa,"k,h",s,"sa,ha",s,t,s
70sF5,111,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,break,118,5,"k,ha",,h,,"sa,ha",,h,sg,ha,sg,"k,h",,ha,,"sa,h",
70sF6,112,Dennis Coffey and the Detroit Guitar Band,Scorpio,70s soul pattern F,1971,fill,118,6,ha,sg,"k,h",,"sa,ha",,h,sb,"sa,h",sa,,sb,"sa,ha",sa,sa,sa
70sG1,155,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,groove,92,1,"k,hc",h,h,"k,h","sa,h",h,h,"sg,h","k,h","sa,h",h,"k,h","sa,h",h,ho,
70sG2,156,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,2,"k,h",hc,h,"k,h","sa,h",h,ha,"sg,h","k,h","sa,h",ha,"k,s,h","sa,h",h,"k,ha","sg,h"
70sG3,157,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,3,"k,h","sa,h",ha,"k,h","sa,h",h,ha,"k,h","sa,h","k,h",ha,"s,h","k,h",h,"sa,h",h
70sG4,158,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,4,"k,h",hc,h,"k,h","sa,h",h,ha,"s,h","k,h","sa,h",h,"k,h","sa,h","k,h",ha,"sa,h"
